infered_area_id,total_ubertaxi_rides,total_yellowtaxi_rides,infered_area_geometry,market_potential
223,33,9,"POLYGON ((-74.00803499999999 40.741365, -74.0082 40.7405, -74.0078 40.7401, -74.0068 40.7406, -74.0068 40.7407, -74.00803499999999 40.741365))",0.21428571428571427
224,6,13,"POLYGON ((-73.9894 40.76300000000001, -73.990673 40.7615, -73.99021500000001 40.761336, -73.98928000000001 40.76222, -73.98909999999999 40.7627, -73.989306 40.76297, -73.9894 40.76300000000001))",0.6842105263157895
225,5,25,"POLYGON ((-73.98909999999999 40.7635, -73.98906700000001 40.763307, -73.988 40.7639, -73.987943 40.763937, -73.987662 40.765162, -73.98783 40.765157, -73.98809200000001 40.764934, -73.988699 40.764102, -73.98909999999999 40.7635))",0.8333333333333334
226,22,21,"POLYGON ((-73.9661 40.7688, -73.966942 40.767397, -73.96691199999999 40.767262, -73.96681700000001 40.766967, -73.96510000000001 40.7664, -73.96469999999999 40.7666, -73.96469999999999 40.7685, -73.9661 40.7688))",0.4883720930232558
227,137,92,"POLYGON ((-74.003165 40.744179, -74.0074 40.7418, -74.0073 40.7394, -74.006468 40.738278, -74.0055 40.7386, -74.005332 40.738787, -74.00409999999999 40.7405, -74.00348000000001 40.741725, -74.0031 40.744, -74.003165 40.744179))",0.4017467248908297
228,7,8,"POLYGON ((-73.958733 40.776217, -73.956965 40.775794, -73.95752299999999 40.776792, -73.9577 40.777, -73.958733 40.776217))",0.5333333333333333
229,33,24,"POLYGON ((-73.9639 40.7645, -73.9624 40.7653, -73.9624 40.7659, -73.96420000000001 40.7663, -73.9659 40.7662, -73.966335 40.76578, -73.966172 40.765512, -73.96434000000001 40.76457, -73.9639 40.7645))",0.42105263157894735
230,25,26,"POLYGON ((-74.0038 40.7401, -74.002994 40.738972, -74.0025 40.7388, -74.000522 40.738882, -74.0004 40.7389, -74.00111200000001 40.739325, -74.00240500000001 40.739962, -74.00272 40.740112, -74.00370500000001 40.74034, -74.0038 40.7401))",0.5098039215686274
231,9,10,"POLYGON ((-73.9688 40.7671, -73.967883 40.767015, -73.96795400000001 40.767126, -73.968626 40.767502, -73.9688 40.7672, -73.9688 40.7671))",0.5263157894736842
232,14,17,"POLYGON ((-73.96810000000001 40.7695, -73.96850000000001 40.7682, -73.96848299999999 40.767826, -73.96825 40.767662, -73.9676 40.7677, -73.9669 40.7691, -73.96736300000001 40.769428, -73.96810000000001 40.7695))",0.5483870967741935
233,9,6,"POLYGON ((-74.00579999999999 40.7375, -74.0057 40.7373, -74.00488199999999 40.737365, -74.00506300000001 40.73766, -74.0056 40.7378, -74.0057 40.7377, -74.00579999999999 40.7375))",0.4
234,20,10,"POLYGON ((-74.00360000000001 40.7365, -74.0033 40.7387, -74.003395 40.738862, -74.00354200000001 40.738856, -74.0043 40.7383, -74.0046 40.7376, -74.00369999999999 40.7366, -74.00360000000001 40.7365))",0.3333333333333333
235,9,11,"POLYGON ((-73.960902 40.766632, -73.96084599999999 40.765709, -73.96080000000001 40.7657, -73.9599 40.7659, -73.9597 40.766, -73.95988 40.766112, -73.96028000000001 40.766337, -73.960902 40.766632))",0.55
236,20,11,"POLYGON ((-73.96128 40.765458, -73.9618 40.7653, -73.962 40.7649, -73.962 40.7645, -73.96175699999999 40.764312, -73.961288 40.764237, -73.9611 40.7643, -73.9607 40.7648, -73.96080000000001 40.765, -73.96128 40.765458))",0.3548387096774194
237,37,22,"POLYGON ((-74.00841 40.71994, -74.008505 40.720457, -74.0103 40.7197, -74.01049999999999 40.7196, -74.0112 40.719, -74.010563 40.718712, -74.0091 40.7186, -74.008847 40.71864, -74.0087 40.7188, -74.0085 40.7193, -74.00841 40.71994))",0.3728813559322034
238,41,28,"POLYGON ((-74.0098 40.7222, -74.01090000000001 40.7202, -74.0107 40.7201, -74.0102 40.72, -74.0091 40.72, -74.0097 40.7222, -74.0098 40.7222))",0.4057971014492754
239,15,22,"POLYGON ((-73.9794 40.7414, -73.97920000000001 40.7401, -73.97810799999999 40.741167, -73.97790000000001 40.7414, -73.976877 40.743312, -73.976837 40.743627, -73.977079 40.743442, -73.9794 40.7414))",0.5945945945945946
240,26,21,"POLYGON ((-73.97648700000001 40.743907, -73.97366700000001 40.743482, -73.9738 40.7439, -73.9739 40.744, -73.97580000000001 40.745, -73.9768 40.7453, -73.977 40.7451, -73.97705699999999 40.744972, -73.9766 40.744, -73.97648700000001 40.743907))",0.44680851063829785
241,17,24,"POLYGON ((-73.97369999999999 40.7431, -73.9743 40.7434, -73.9744 40.7433, -73.975015 40.742552, -73.9752 40.7418, -73.9752 40.7416, -73.97447199999999 40.741552, -73.97369999999999 40.7431))",0.5853658536585366
242,21,33,"POLYGON ((-73.958 40.7685, -73.9571 40.7663, -73.95650699999999 40.766342, -73.955647 40.767445, -73.955629 40.767694, -73.955765 40.767987, -73.955878 40.768145, -73.9569 40.7691, -73.9571 40.7692, -73.9572 40.7692, -73.95780000000001 40.7689, -73.958 40.7685))",0.6111111111111112
243,7,9,"POLYGON ((-73.95189999999999 40.7783, -73.953194 40.778738, -73.9533 40.7785, -73.953345 40.778387, -73.95271600000001 40.77820999999999, -73.952134 40.778139, -73.95189999999999 40.7783))",0.5625
244,7,13,"POLYGON ((-73.9546 40.78, -73.954775 40.779802, -73.95415200000001 40.778737, -73.95381 40.778683, -73.953737 40.778911, -73.95359999999999 40.7796, -73.954126 40.779906, -73.9546 40.78))",0.65
245,8,8,"POLYGON ((-73.952235 40.777797, -73.952315 40.777261, -73.95229999999999 40.7772, -73.95189999999999 40.777, -73.9516 40.7769, -73.951902 40.777772, -73.952235 40.777797))",0.5
246,19,7,"POLYGON ((-73.9594 40.7697, -73.9598 40.7694, -73.95950000000001 40.7676, -73.959048 40.767513, -73.95869999999999 40.768, -73.95829999999999 40.7688, -73.95829999999999 40.7689, -73.9594 40.7697))",0.2692307692307692
247,20,50,"POLYGON ((-73.962194 40.766342, -73.9602 40.7696, -73.9605 40.7706, -73.9607 40.7709, -73.9615 40.7701, -73.962987 40.767423, -73.963295 40.766767, -73.96313000000001 40.766547, -73.962194 40.766342))",0.7142857142857143
248,18,4,"POLYGON ((-73.9867 40.7356, -73.98560000000001 40.7367, -73.9859 40.7368, -73.986508 40.736925, -73.98739999999999 40.7367, -73.987478 40.735921, -73.98699999999999 40.7357, -73.9867 40.7356))",0.18181818181818182
249,24,44,"POLYGON ((-73.9569 40.7784, -73.95676800000001 40.778057, -73.95656600000001 40.778066, -73.9555 40.7785, -73.95480000000001 40.7805, -73.95480000000001 40.7809, -73.95601500000001 40.779762, -73.9569 40.7784))",0.6470588235294118
250,14,16,"POLYGON ((-73.95610000000001 40.7779, -73.955217 40.776917, -73.9538 40.7778, -73.9541 40.7781, -73.95458599999999 40.778394, -73.9558 40.7781, -73.956 40.778, -73.95610000000001 40.7779))",0.5333333333333333
251,21,13,"POLYGON ((-73.9562 40.7704, -73.95621800000001 40.771498, -73.95659999999999 40.7714, -73.95829999999999 40.7705, -73.958377 40.770422, -73.957497 40.769917, -73.9562 40.7704))",0.38235294117647056
252,21,19,"POLYGON ((-73.956 40.7737, -73.95650000000001 40.7719, -73.956132 40.77182, -73.955466 40.771831, -73.9542 40.773, -73.954098 40.773117, -73.95473699999999 40.773666, -73.95480000000001 40.7737, -73.955917 40.77375, -73.956 40.7737))",0.475
253,8,9,"POLYGON ((-73.9524 40.7769, -73.9532 40.7767, -73.95305 40.77611, -73.9528 40.7763, -73.95265000000001 40.77649, -73.9524 40.7769))",0.5294117647058824
254,14,8,"POLYGON ((-73.9543 40.7746, -73.95440000000001 40.7744, -73.9543 40.7744, -73.953778 40.774497, -73.9533 40.7753, -73.953034 40.775835, -73.953322 40.77589099999999, -73.953452 40.775897, -73.9543 40.7746))",0.36363636363636365
255,12,38,"POLYGON ((-73.9598 40.7719, -73.95996 40.77039, -73.959715 40.770397, -73.95885 40.770707, -73.95829000000001 40.772175, -73.958495 40.772377, -73.95868 40.77253, -73.959058 40.772375, -73.95962900000001 40.772026, -73.9598 40.7719))",0.76
256,5,10,"POLYGON ((-73.962 40.772, -73.96135500000001 40.771557, -73.9607 40.7714, -73.96080000000001 40.7715, -73.961175 40.77184699999999, -73.961618 40.771977, -73.962 40.772))",0.6666666666666666
257,29,34,"POLYGON ((-73.9594 40.7752, -73.9603 40.7738, -73.95999999999999 40.7734, -73.95836300000001 40.772777, -73.95766 40.773287, -73.95742800000001 40.774357, -73.9586 40.7753, -73.9594 40.7752))",0.5396825396825397
258,13,8,"POLYGON ((-73.961185 40.77254, -73.96086200000001 40.77215, -73.9602 40.7722, -73.9597 40.7728, -73.9601 40.7731, -73.9602 40.7731, -73.961185 40.77254))",0.38095238095238093
259,16,17,"POLYGON ((-73.982567 40.741777, -73.981492 40.743055, -73.98165999999999 40.74317199999999, -73.9819 40.7433, -73.98202499999999 40.743316, -73.983254 40.743086, -73.98350699999999 40.742952, -73.9841 40.7418, -73.98411999999999 40.740892, -73.98390000000001 40.7409, -73.982567 40.741777))",0.5151515151515151
260,9,9,"POLYGON ((-73.96169999999999 40.7762, -73.961449 40.775906, -73.960865 40.775407, -73.9603 40.7751, -73.96040000000001 40.7756, -73.9607 40.7759, -73.96079499999999 40.775962, -73.9611 40.7761, -73.96169999999999 40.7762))",0.5
261,13,24,"POLYGON ((-73.960942 40.778075, -73.9615 40.7779, -73.96185699999999 40.777286, -73.961888 40.776652, -73.960262 40.77612199999999, -73.9592 40.776, -73.959852 40.776787, -73.960942 40.778075))",0.6486486486486487
262,14,9,"POLYGON ((-73.9961 40.7468, -73.9965 40.74800000000001, -73.9969 40.7479, -73.99739599999999 40.746705, -73.996157 40.746783, -73.99611 40.74679, -73.9961 40.7468))",0.391304347826087
263,53,33,"POLYGON ((-73.9639 40.7754, -73.96427199999999 40.773869, -73.9641 40.7736, -73.96339999999999 40.7735, -73.962 40.7745, -73.96210000000001 40.7763, -73.962125 40.776397, -73.96233199999999 40.77642700000001, -73.9639 40.7754))",0.38372093023255816
264,19,24,"POLYGON ((-73.96259999999999 40.7697, -73.96239 40.770197, -73.96250000000001 40.7706, -73.9636 40.7718, -73.96374 40.771793, -73.9645 40.7714, -73.9645 40.770936, -73.9631 40.77, -73.96259999999999 40.7697))",0.5581395348837209
265,23,35,"POLYGON ((-73.96145300000001 40.775112, -73.9633 40.7725, -73.96326999999999 40.77168, -73.96238199999999 40.77221, -73.9607 40.774, -73.9607 40.7742, -73.961 40.7751, -73.96145300000001 40.775112))",0.603448275862069
266,21,14,"POLYGON ((-73.99897800000001 40.736447, -73.99888299999999 40.736175, -73.99834300000001 40.735285, -73.9982 40.7352, -73.9975 40.7351, -73.99760000000001 40.7361, -73.99769999999999 40.7362, -73.9987 40.7364, -73.99897800000001 40.736447))",0.4
267,18,24,"POLYGON ((-73.999236 40.744614, -74.00060000000001 40.743, -73.9997 40.7425, -73.99890000000001 40.7422, -73.9986 40.7423, -73.9984 40.7445, -73.998834 40.744702, -73.998952 40.744692, -73.999236 40.744614))",0.5714285714285714
268,9,10,"POLYGON ((-73.98090000000001 40.7716, -73.9808 40.771, -73.97964 40.771107, -73.97915500000001 40.771577, -73.9794 40.7719, -73.97950300000001 40.771991, -73.98090000000001 40.7716))",0.5263157894736842
269,28,14,"POLYGON ((-74.0008 40.7302, -74.001311 40.729707, -74.001284 40.72923, -74.0009 40.7282, -74.0003 40.7278, -73.99939999999999 40.7276, -73.999101 40.72764, -73.9991 40.7279, -73.9991 40.7282, -74.0003 40.7302, -74.00036300000001 40.730287, -74.0008 40.7302))",0.3333333333333333
270,20,3,"POLYGON ((-74.00109999999999 40.7256, -74.0004 40.7254, -74.0001 40.7254, -73.99939999999999 40.7259, -74.001391 40.72625900000001, -74.00149999999999 40.7262, -74.0014 40.726, -74.00109999999999 40.7256))",0.13043478260869565
271,31,4,"POLYGON ((-74.00239999999999 40.7254, -74.002622 40.724882, -74.0022 40.7243, -74.0009 40.7241, -74.00069999999999 40.7244, -74.0003 40.7251, -74.00239999999999 40.7254))",0.11428571428571428
272,38,17,"POLYGON ((-74.00295300000001 40.725142, -74.00320000000001 40.7257, -74.00367 40.725782, -74.0039 40.7258, -74.00558100000001 40.725831, -74.0057 40.7258, -74.00579999999999 40.7256, -74.006 40.7248, -74.0031 40.7251, -74.00295300000001 40.725142))",0.3090909090909091
273,12,3,"POLYGON ((-74.0061 40.7265, -74.0059 40.7261, -74.00518199999999 40.726452, -74.0052 40.7266, -74.0059 40.7266, -74.0061 40.7265))",0.2
274,16,5,"POLYGON ((-74.0057 40.7274, -74.0065 40.7271, -74.0055 40.7269, -74.00542900000001 40.726918, -74.00508499999999 40.727142, -74.0056 40.7274, -74.0057 40.7274))",0.23809523809523808
275,18,3,"POLYGON ((-74.009 40.7268, -74.0098 40.7261, -74.0094 40.7252, -74.0093 40.725, -74.00920000000001 40.7251, -74.0089 40.7257, -74.009 40.7268))",0.14285714285714285
276,20,16,"POLYGON ((-74.0026 40.735, -74.0029 40.7343, -74.0025 40.7342, -74.00109999999999 40.7345, -74.0012 40.7352, -74.00149999999999 40.7359, -74.00155699999999 40.735927, -74.001848 40.735801, -74.0026 40.735))",0.4444444444444444
277,8,16,"POLYGON ((-74.0013 40.7313, -74.0022 40.7305, -74.00196700000001 40.73039199999999, -74.00182 40.73045, -74.00085799999999 40.730833, -74.0013 40.7313))",0.6666666666666666
278,18,7,"POLYGON ((-74.0048 40.7315, -74.00320000000001 40.7314, -74.00312 40.731472, -74.0031 40.7315, -74.003 40.7319, -74.003765 40.732162, -74.0039 40.7322, -74.0051 40.7319, -74.00508000000001 40.731757, -74.0048 40.7315))",0.28
279,30,13,"POLYGON ((-73.99930000000001 40.7419, -73.99930000000001 40.7401, -73.998592 40.739657, -73.9983 40.7399, -73.99768 40.740994, -73.9988 40.7417, -73.99930000000001 40.7419))",0.3023255813953488
280,23,34,"POLYGON ((-73.985 40.7341, -73.984672 40.73674699999999, -73.9847 40.7368, -73.98506999999999 40.736524, -73.98674100000001 40.7349, -73.9871 40.7341, -73.98699999999999 40.7338, -73.98670300000001 40.733612, -73.9862 40.7337, -73.985 40.7341))",0.5964912280701754
281,13,17,"POLYGON ((-73.9873 40.7316, -73.98706300000001 40.733275, -73.987122 40.733382, -73.9879 40.7339, -73.9881 40.7338, -73.9881 40.7329, -73.9877 40.7317, -73.9873 40.7316))",0.5666666666666667
282,8,13,"POLYGON ((-74.00020000000001 40.734, -73.999432 40.733752, -73.999274 40.733871, -73.99864699999999 40.734707, -73.998723 40.734959, -73.998898 40.734881, -74.00020000000001 40.7341, -74.00020000000001 40.734))",0.6190476190476191
283,15,25,"POLYGON ((-73.999585 40.733471, -73.99972099999999 40.73355, -74.000108 40.733142, -74.001254 40.73182199999999, -74.0013 40.7317, -74.001076 40.7316, -74.0004 40.7314, -74.00018 40.731351, -73.999635 40.733054, -73.999585 40.733471))",0.625
284,17,14,"POLYGON ((-73.981328 40.741442, -73.9834 40.7396, -73.983075 40.739339, -73.9829 40.7392, -73.9824 40.7395, -73.98180000000001 40.7399, -73.980486 40.741221, -73.98111999999999 40.741527, -73.981328 40.741442))",0.45161290322580644
285,15,2,"POLYGON ((-73.996747 40.731492, -73.9966 40.7318, -73.9966 40.7319, -73.99679999999999 40.7324, -73.9969 40.7325, -73.99720000000001 40.7327, -73.99760000000001 40.7328, -73.99701999999999 40.731523, -73.996747 40.731492))",0.11764705882352941
286,28,16,"POLYGON ((-73.99630000000001 40.733, -73.99639000000001 40.732212, -73.99600000000002 40.7321, -73.994625 40.731869, -73.99420000000001 40.7319, -73.99408000000001 40.732332, -73.9941 40.7325, -73.995 40.7332, -73.995183 40.73332, -73.99563499999999 40.733457, -73.99630000000001 40.733))",0.36363636363636365
287,30,52,"POLYGON ((-73.9798 40.7671, -73.9821 40.7696, -73.98298299999999 40.769462, -73.983225 40.769315, -73.9833 40.7692, -73.98260000000001 40.768, -73.98168000000001 40.766732, -73.98116999999999 40.766733, -73.9798 40.7671))",0.6341463414634146
288,25,9,"POLYGON ((-73.981673 40.769125, -73.9812 40.7689, -73.9799 40.77056, -73.98 40.7707, -73.980176 40.770744, -73.9806 40.7706, -73.9812 40.7698, -73.981593 40.769257, -73.981673 40.769125))",0.2647058823529412
289,11,7,"POLYGON ((-73.97924300000001 40.775057, -73.97920000000001 40.7751, -73.9795 40.776, -73.979675 40.7762, -73.9804 40.7764, -73.980361 40.775448, -73.98034 40.775405, -73.97924300000001 40.775057))",0.3888888888888889
290,17,53,"POLYGON ((-73.980492 40.77506, -73.982095 40.774775, -73.982563 40.774435, -73.98325 40.773532, -73.982517 40.772572, -73.98245899999999 40.772533, -73.982383 40.772527, -73.9816 40.772762, -73.98095699999999 40.773517, -73.9806 40.774, -73.980492 40.77506))",0.7571428571428571
291,14,9,"POLYGON ((-74.00960000000001 40.7325, -74.008 40.7318, -74.007755 40.731868, -74.007355 40.732352, -74.007537 40.732664, -74.0077 40.7327, -74.0089 40.7326, -74.00960000000001 40.7325))",0.391304347826087
292,12,5,"POLYGON ((-73.9939 40.7345, -73.99329 40.73374, -73.9926 40.7337, -73.9927 40.7339, -73.9936 40.7345, -73.9939 40.7345))",0.29411764705882354
293,14,8,"POLYGON ((-73.99311999999999 40.73339199999999, -73.994017 40.732937, -73.99353499999999 40.732562, -73.9931 40.7324, -73.9919 40.7327, -73.992937 40.733307, -73.99311999999999 40.73339199999999))",0.36363636363636365
294,18,12,"POLYGON ((-74.0069 40.7353, -74.00596 40.735607, -74.00585 40.736045, -74.00579999999999 40.7363, -74.00579999999999 40.7364, -74.00620000000001 40.7369, -74.0065 40.7369, -74.0067 40.7362, -74.0068 40.7358, -74.0069 40.7353))",0.4
295,4,14,"POLYGON ((-73.98284200000001 40.771977, -73.983148 40.771625, -73.98299200000001 40.771567, -73.98269999999999 40.7716, -73.9821 40.7718, -73.982015 40.772, -73.98202499999999 40.772026, -73.98252099999999 40.772194, -73.98284200000001 40.771977))",0.7777777777777778
296,7,14,"POLYGON ((-73.982377 40.770847, -73.98186700000001 40.769935, -73.9815 40.7704, -73.9813 40.7712, -73.981853 40.771379, -73.98237399999999 40.771427, -73.982377 40.770847))",0.6666666666666666
297,16,46,"POLYGON ((-73.977622 40.746181, -73.98008900000001 40.746721, -73.98009999999999 40.7466, -73.98012900000001 40.743176, -73.980097 40.743076, -73.9798 40.7429, -73.97959 40.743045, -73.977898 40.744967, -73.97766800000001 40.745545, -73.977622 40.746181))",0.7419354838709677
298,14,24,"POLYGON ((-73.979325 40.747052, -73.97925699999999 40.74681500000001, -73.9786 40.7468, -73.9785 40.7468, -73.97805200000001 40.747602, -73.9778 40.7481, -73.9776 40.7488, -73.977576 40.749011, -73.978072 40.74894699999999, -73.97903700000001 40.748107, -73.97927800000001 40.747437, -73.979325 40.747052))",0.631578947368421
299,11,18,"POLYGON ((-74.00624300000001 40.734762, -74.007295 40.733517, -74.0065 40.7329, -74.00604799999999 40.733187, -74.006077 40.734395, -74.0061 40.7346, -74.00615500000001 40.734692, -74.00624300000001 40.734762))",0.6206896551724138
300,17,23,"POLYGON ((-74.0047 40.7247, -74.0055 40.7237, -74.005332 40.722457, -74.005278 40.722107, -74.0051 40.7218, -74.0044 40.7227, -74.0043 40.724, -74.00449999999999 40.7246, -74.0047 40.7247))",0.575
301,14,4,"POLYGON ((-74.0077 40.7262, -74.00790000000001 40.7259, -74.0076 40.7257, -74.0067 40.7255, -74.00660000000001 40.7257, -74.006687 40.725777, -74.0074 40.7262, -74.0077 40.7262))",0.2222222222222222
302,17,2,"POLYGON ((-74.00709999999999 40.7254, -74.0085 40.7251, -74.00796 40.724591, -74.0077 40.7247, -74.007527 40.724778, -74.00709999999999 40.7254))",0.10526315789473684
303,5,16,"POLYGON ((-74.0026 40.7338, -74.00301899999999 40.733611, -74.003388 40.732971, -74.00339 40.732577, -74.003378 40.73254, -74.002402 40.733222, -74.002402 40.733532, -74.0026 40.7338))",0.7619047619047619
304,22,4,"POLYGON ((-74.0056 40.7332, -74.0038 40.7326, -74.0038 40.7327, -74.00399999999998 40.7334, -74.0044 40.7336, -74.0056 40.7333, -74.0056 40.7332))",0.15384615384615385
305,22,0,"POLYGON ((-74.0107 40.7235, -74.0103 40.7237, -74.0103 40.7238, -74.01049999999999 40.7239, -74.01090000000001 40.7238, -74.0111 40.7236, -74.01090000000001 40.7235, -74.0107 40.7235))",0.0
306,38,13,"POLYGON ((-74.0067 40.7282, -74.007108 40.729146, -74.0073 40.7288, -74.0077 40.7275, -74.00752 40.726532, -74.00737700000001 40.726555, -74.0067 40.7282))",0.2549019607843137
307,16,10,"POLYGON ((-74.006737 40.72953, -74.00630799999999 40.730652, -74.00700500000001 40.73105200000001, -74.0073 40.7311, -74.00700000000001 40.7296, -74.006897 40.729422, -74.006737 40.72953))",0.38461538461538464
308,15,6,"POLYGON ((-74.00620000000001 40.7236, -74.00749999999999 40.7226, -74.00601899999999 40.722681, -74.0059 40.7235, -74.00620000000001 40.7236))",0.2857142857142857
309,19,12,"POLYGON ((-74.0085 40.724, -74.008341 40.721839, -74.00824300000001 40.721864, -74.00790000000001 40.7227, -74.0078 40.7232, -74.007897 40.72382, -74.0085 40.724))",0.3870967741935484
310,21,3,"POLYGON ((-74.0087 40.7233, -74.00858000000001 40.72453, -74.00920000000001 40.7246, -74.0103 40.7242, -74.0098 40.7236, -74.0095 40.7235, -74.0087 40.7233))",0.125
311,13,10,"POLYGON ((-73.9665 40.7597, -73.96600000000002 40.7604, -73.96767199999999 40.760777, -73.9679 40.7607, -73.968 40.7605, -73.96759200000001 40.760058, -73.96751 40.759987, -73.967415 40.759905, -73.9665 40.7597))",0.43478260869565216
312,9,9,"POLYGON ((-73.98569999999999 40.7397, -73.984641 40.739447, -73.98390000000001 40.74, -73.984016 40.74039, -73.98477 40.740147, -73.9855 40.7398, -73.98569999999999 40.7397))",0.5
313,15,11,"POLYGON ((-73.96429999999999 40.7589, -73.964488 40.76054, -73.9646 40.7605, -73.96510000000001 40.76, -73.96535 40.75939, -73.965423 40.759199, -73.9653 40.7591, -73.96474499999999 40.758982, -73.96429999999999 40.7589))",0.4230769230769231
314,7,13,"POLYGON ((-74.0033 40.7284, -74.002769 40.72862199999999, -74.002307 40.729147, -74.00197299999999 40.729587, -74.00206300000001 40.729945, -74.00230000000001 40.73, -74.00320000000001 40.7287, -74.0033 40.7284))",0.65
315,16,0,"POLYGON ((-74.00409999999999 40.7201, -74.0043 40.7199, -74.0042 40.7194, -74.00409999999999 40.7193, -74.0033 40.719, -74.0038 40.72, -74.0039 40.7201, -74.00409999999999 40.7201))",0.0
316,10,13,"POLYGON ((-73.9953 40.7285, -73.994297 40.72803, -73.994225 40.72806, -73.99314200000001 40.729638, -73.99339999999999 40.7296, -73.9952 40.7287, -73.9953 40.7286, -73.9953 40.7285))",0.5652173913043478
317,20,13,"POLYGON ((-73.99360300000001 40.731167, -73.9943 40.7301, -73.9941 40.73, -73.99290999999999 40.729942, -73.99266800000001 40.730189, -73.992008 40.731007, -73.99360300000001 40.731167))",0.3939393939393939
318,18,2,"POLYGON ((-74.0003 40.7199, -74.00060000000001 40.7196, -73.9999 40.7191, -73.99978 40.71910399999999, -73.9995 40.7193, -73.99979999999999 40.7197, -74.0003 40.7199))",0.1
319,13,5,"POLYGON ((-73.99939999999999 40.7197, -73.998476 40.719787, -73.998942 40.720077, -73.99939999999999 40.7203, -73.99939999999999 40.7197))",0.2777777777777778
320,18,14,"POLYGON ((-74.00291 40.728152, -74.003668 40.727735, -74.003472 40.727124, -74.0034 40.7269, -74.0027 40.726, -74.0021 40.7264, -74.00206999999999 40.72647, -74.00291 40.728152))",0.4375
321,28,19,"POLYGON ((-73.992401 40.738121, -73.99386 40.737017, -73.99339499999999 40.73637, -73.992 40.7362, -73.99169999999999 40.7362, -73.992 40.7378, -73.992135 40.738057, -73.992401 40.738121))",0.40425531914893614
322,24,6,"POLYGON ((-73.9935 40.7403, -73.9944 40.7396, -73.99379999999999 40.7392, -73.9922 40.7393, -73.992 40.7395, -73.9935 40.7403))",0.2
323,15,3,"POLYGON ((-74.00456 40.722255, -74.004965 40.721235, -74.0047 40.7213, -74.00409999999999 40.7218, -74.00399999999998 40.7219, -74.0039 40.7221, -74.00456 40.722255))",0.16666666666666666
324,22,18,"POLYGON ((-73.981472 40.745662, -73.9811 40.7467, -73.981252 40.74689, -73.9816 40.7468, -73.982028 40.746635, -73.982917 40.746037, -73.9828 40.7459, -73.9821 40.7453, -73.981472 40.745662))",0.45
325,10,5,"POLYGON ((-74.0038 40.7234, -74.0034 40.7233, -74.003355 40.723672, -74.00335200000001 40.724042, -74.00360000000001 40.7239, -74.0038 40.7235, -74.0038 40.7234))",0.3333333333333333
326,15,7,"POLYGON ((-74.0026 40.7236, -74.0029 40.7236, -74.00360000000001 40.7229, -74.003923 40.72245, -74.0035 40.7226, -74.00264900000001 40.723108, -74.0026 40.7236))",0.3181818181818182
327,22,3,"POLYGON ((-74.0012 40.723, -74.0033 40.7223, -74.0027 40.7218, -74.00236200000001 40.721732, -74.002323 40.721736, -74.002 40.7218, -74.001052 40.722377, -74.0012 40.723))",0.12
328,14,33,"POLYGON ((-73.9838 40.7662, -73.9837 40.7656, -73.983615 40.765347, -73.9829 40.7658, -73.98285 40.765855, -73.98251399999999 40.766353, -73.98227 40.76714699999999, -73.982394 40.767313, -73.982597 40.767567, -73.98269999999999 40.7676, -73.983424 40.766998, -73.98357299999999 40.766762, -73.9838 40.7662))",0.7021276595744681
329,29,0,"POLYGON ((-74.001 40.721, -74.0012 40.7215, -74.00230000000001 40.7214, -74.0026 40.72, -74.0025 40.72, -74.001 40.721))",0.0
330,28,4,"POLYGON ((-73.99590000000001 40.7226, -73.9939 40.7225, -73.9939 40.7233, -73.995802 40.723244, -73.99590000000001 40.7229, -73.99590000000001 40.7226))",0.125
331,18,10,"POLYGON ((-73.984302 40.767831, -73.98520000000001 40.7668, -73.98480000000001 40.7667, -73.98439999999999 40.7668, -73.9838 40.7672, -73.9832 40.7678, -73.9833 40.768, -73.983418 40.768155, -73.984302 40.767831))",0.35714285714285715
332,13,17,"POLYGON ((-73.9854 40.7695, -73.9854 40.7683, -73.9847 40.7682, -73.984092 40.768277, -73.9837 40.7684, -73.98350000000001 40.7686, -73.9854 40.7695))",0.5666666666666667
333,31,25,"POLYGON ((-74.000382 40.726337, -73.99850000000001 40.726, -73.9983 40.726, -73.9982 40.7262, -73.999635 40.727222, -74.00229 40.728272, -74.002426 40.728122, -74.002302 40.727977, -74.000382 40.726337))",0.44642857142857145
334,12,11,"POLYGON ((-73.9936 40.72163, -73.99343499999999 40.721582, -73.992615 40.723645, -73.99278699999999 40.723627, -73.99296 40.723485, -73.9935 40.7224, -73.9936 40.72163))",0.4782608695652174
335,19,6,"POLYGON ((-73.99850000000001 40.7208, -73.9983 40.7202, -73.998 40.7202, -73.99760000000001 40.7203, -73.9973 40.7208, -73.9975 40.7211, -73.9978 40.7213, -73.99809999999999 40.7213, -73.99850000000001 40.7208))",0.24
336,4,12,"POLYGON ((-73.9941 40.75, -73.99339999999999 40.7495, -73.99299999999999 40.7497, -73.992982 40.749725, -73.993296 40.750081, -73.993318 40.750099, -73.9941 40.75))",0.75
337,55,98,"POLYGON ((-73.9918 40.7524, -73.99263000000001 40.75301, -73.99290000000001 40.753, -73.99300699999999 40.752896, -73.99422800000001 40.75168, -73.994733 40.750885, -73.995012 40.750445, -73.995362 40.749542, -73.995322 40.749525, -73.994151 40.750275, -73.99281500000001 40.751287, -73.9918 40.7524))",0.6405228758169934
