h3_id,total_ubertaxi_rides,total_yellowtaxi_rides,market_potential
882a107293fffff,18.0,4.0,0.18181818181818182
882a107297fffff,13.0,2.0,0.13333333333333333
882a107299fffff,52.0,17.0,0.2463768115942029
882a10729bfffff,38.0,3.0,0.07317073170731707
882a10729dfffff,7.0,1.0,0.125
882a1072c1fffff,598.0,201.0,0.25156445556946183
882a1072c3fffff,85.0,51.0,0.375
882a1072c5fffff,155.0,32.0,0.1711229946524064
882a1072c7fffff,318.0,185.0,0.36779324055666
882a1072c9fffff,356.0,237.0,0.3996627318718381
882a1072cbfffff,309.0,121.0,0.2813953488372093
882a1072cdfffff,354.0,207.0,0.3689839572192513
882a1072d1fffff,65.0,7.0,0.09722222222222222
882a1072d3fffff,17.0,8.0,0.32
882a1072d5fffff,14.0,3.0,0.17647058823529413
882a1072d7fffff,36.0,5.0,0.12195121951219512
882a1072d9fffff,8.0,0.0,0.0
882a1072dbfffff,1.0,0.0,0.0
882a1072ddfffff,208.0,21.0,0.09170305676855896
882a1072ebfffff,1.0,1.0,0.5
882a107409fffff,3.0,0.0,0.0
882a107419fffff,1.0,0.0,0.0
882a10741bfffff,1.0,0.0,0.0
882a107439fffff,1.0,0.0,0.0
882a107443fffff,3.0,0.0,0.0
882a107447fffff,0.0,1.0,1.0
882a10744bfffff,2.0,0.0,0.0
882a10744dfffff,2.0,0.0,0.0
882a107455fffff,2.0,0.0,0.0
882a10745bfffff,1.0,0.0,0.0
882a107461fffff,1.0,0.0,0.0
882a107463fffff,1.0,0.0,0.0
882a107467fffff,1.0,0.0,0.0
882a10746bfffff,1.0,0.0,0.0
882a107549fffff,3.0,0.0,0.0
882a10754bfffff,2.0,0.0,0.0
882a107551fffff,1.0,0.0,0.0
882a107555fffff,3.0,0.0,0.0
882a10755dfffff,3.0,0.0,0.0
882a107605fffff,1.0,0.0,0.0
882a107615fffff,1.0,0.0,0.0
882a107619fffff,1.0,0.0,0.0
882a107621fffff,3.0,0.0,0.0
882a107625fffff,4.0,0.0,0.0
882a107627fffff,4.0,0.0,0.0
882a10762bfffff,1.0,0.0,0.0
882a10762dfffff,3.0,0.0,0.0
882a107631fffff,1.0,0.0,0.0
882a107633fffff,1.0,0.0,0.0
882a107635fffff,3.0,1.0,0.25
882a107639fffff,2.0,0.0,0.0
882a10763bfffff,1.0,0.0,0.0
882a10763dfffff,1.0,0.0,0.0
882a107643fffff,1.0,0.0,0.0
882a107645fffff,1.0,0.0,0.0
882a10764dfffff,1.0,0.0,0.0
882a107655fffff,1.0,0.0,0.0
882a10765dfffff,0.0,1.0,1.0
882a107661fffff,1.0,0.0,0.0
882a107665fffff,4.0,0.0,0.0
882a107667fffff,1.0,0.0,0.0
882a107669fffff,2.0,0.0,0.0
882a10766bfffff,1.0,0.0,0.0
882a10766dfffff,1.0,0.0,0.0
882a1076a1fffff,1.0,1.0,0.5
882a1076adfffff,1.0,0.0,0.0
882a107701fffff,1.0,0.0,0.0
882a107703fffff,5.0,0.0,0.0
882a107705fffff,3.0,0.0,0.0
882a107709fffff,1.0,0.0,0.0
882a10770bfffff,1.0,0.0,0.0
882a10770dfffff,4.0,0.0,0.0
882a107713fffff,3.0,0.0,0.0
882a107715fffff,3.0,0.0,0.0
882a107719fffff,1.0,0.0,0.0
882a10771bfffff,2.0,0.0,0.0
882a10771dfffff,2.0,0.0,0.0
882a107723fffff,1.0,0.0,0.0
882a10772bfffff,7.0,0.0,0.0
882a107731fffff,2.0,0.0,0.0
882a107733fffff,2.0,0.0,0.0
882a107735fffff,5.0,0.0,0.0
882a107737fffff,1.0,0.0,0.0
882a107739fffff,1.0,0.0,0.0
882a10773bfffff,1.0,0.0,0.0
882a10773dfffff,1.0,0.0,0.0
882a107741fffff,29.0,8.0,0.21621621621621623
882a107743fffff,9.0,1.0,0.1
882a107745fffff,5.0,0.0,0.0
882a107747fffff,16.0,0.0,0.0
882a107749fffff,40.0,3.0,0.06976744186046512
882a10774bfffff,15.0,1.0,0.0625
882a10774dfffff,38.0,6.0,0.13636363636363635
882a107751fffff,4.0,0.0,0.0
882a107753fffff,2.0,0.0,0.0
882a107755fffff,3.0,1.0,0.25
882a107757fffff,3.0,1.0,0.25
882a107759fffff,5.0,0.0,0.0
882a10775bfffff,2.0,2.0,0.5
882a107763fffff,1.0,0.0,0.0
882a107769fffff,4.0,0.0,0.0
882a10776dfffff,14.0,0.0,0.0
